,1st,1-prox,2st,2-prox,3st,3-prox,4st,4-prox
302,453,0.14335029730345789,154,0.14659861312875158,415,0.16787033484382388,160,0.2218800368644487
303,337,0.017424341335788907,471,0.07744206311411783,457,0.07871607001856651,398,0.08233625079392186
304,131,0.08177857939257031,105,0.14331050775938614,134,0.1434758585826452,247,0.14458045681306167
305,360,0.07189570170525762,71,0.07225023299420497,222,0.07584135531480633,45,0.07755883243040197
306,160,0.07531600363485268,283,0.07639657065294454,199,0.07817099285730086,341,0.14407836615356742
307,147,0.07399339962242016,518,0.07575115173347913,170,0.07667082839673647,241,0.07678630576569204
308,247,0.09830874684595849,102,0.09837585474896153,104,0.09861003255159882,396,0.10394293306155045
309,407,0.14648612017260262,270,0.217891575621676,312,0.21904836812013453,313,0.2200234810923927
310,110,0.08105190021977336,332,0.08208085448112601,410,0.08235922887298257,473,0.08371647101583948
311,176,0.07238904282044269,492,0.1444429507019235,124,0.145260953976556,321,0.149395793943294
312,313,0.0004306009895568698,270,0.001991936354873104,351,0.010513798026035902,25,0.017150346434756193
313,312,0.0004306009895568698,270,0.0013097269616717446,351,0.0073100480322064445,25,0.015878449799718617
314,199,0.08858407434789912,248,0.08883300270223213,283,0.09358110355181741,357,0.09613398716919579
315,159,0.0045876558217193665,297,0.07321414363940068,375,0.08065812289098462,60,0.08142145208990413
316,67,0.14425415267076994,315,0.14568083790166927,450,0.14655063012378453,509,0.14747824994665043
317,345,0.14328953103239872,156,0.14345013961440586,427,0.14448769175448842,327,0.14462201204572844
318,279,0.14463793398743768,472,0.2170620613556029,343,0.21831866189873145,497,0.2185835666581431
319,437,0.0038937333092111427,374,0.072027491699709,75,0.08249015082275546,285,0.1435265042414687
320,87,0.07217516684075485,63,0.0727257017025199,494,0.07329997971206424,185,0.07390563361098006
321,77,0.14652410350647865,462,0.1476450566767263,492,0.1480825734426388,311,0.149395793943294
322,178,0.000314690232572678,106,0.008298072012019628,435,0.07253302075658037,141,0.07257102567514985
323,324,0.08517399350956842,297,0.1466300380101082,440,0.14756083084200616,345,0.14786183007599055
324,323,0.08517399350956842,450,0.14329847480256577,67,0.14485182339370442,427,0.14533095214844657
325,38,0.07179681879190117,178,0.07181937485094332,141,0.07237318575591341,322,0.07275343876041374
326,285,0.0733114475079364,372,0.14359746397379164,319,0.14375010224702822,157,0.14432931713706082
327,156,0.07259651701715589,118,0.0928230750368945,43,0.14444762913562667,263,0.14451362906021084
328,186,0.08003857731485566,142,0.08396839138414085,211,0.08558785118727212,419,0.14308907200391863
329,352,0.14937832991751912,427,0.21521252137981464,287,0.216404934644651,183,0.2167835706321744
330,432,0.07351905177633326,360,0.1440142456247218,83,0.14445028346324462,112,0.1460578545230975
331,385,0.14485510015658412,480,0.14540939308630887,69,0.1476295682829494,13,0.1646733792004519
332,110,0.07218964119300164,473,0.07241035848238543,310,0.08208085448112601,410,0.0898257881380825
333,347,0.21475468162005656,215,0.21546378770271307,225,0.21585282364236733,477,0.2161974146524531
334,343,0.0004955474279994648,409,0.07227924656540019,340,0.0770371765673317,279,0.1438100263515623
335,510,0.01027081022293926,260,0.01057742452764644,347,0.010999842625586948,147,0.016302148551420082
336,218,0.08956626007277978,104,0.14475672038442775,102,0.1455402696630023,42,0.14631662913812446
337,303,0.017424341335788907,457,0.0767783945303655,398,0.08013849305758251,471,0.08116728084695427
338,491,0.07428917103405978,24,0.07641596082444367,240,0.07700748588008426,5,0.07879302701416598
339,115,0.14663951816076512,345,0.14970805128063067,60,0.1499803057124749,450,0.1532282992539418
340,293,0.07174884853126326,389,0.07181693208030075,75,0.0721127112837946,16,0.07226719381958027
341,290,0.001029650348041905,456,0.07202655188302849,133,0.07215681024598038,259,0.07266754563289683
342,435,0.0015794264791994732,42,0.004330651052690209,322,0.0744977852997788,380,0.07523627921553358
343,334,0.0004955474279994648,409,0.07307590794678409,340,0.0770808773528138,279,0.14336348884659747
344,270,0.072471449368389,191,0.07252630582191315,100,0.07344472883124553,502,0.07462271806031666
345,450,0.008870774396300534,157,0.07194410495310287,263,0.07199814952273295,455,0.07203304092819264
346,167,0.15407511393745524,503,0.21512112027006333,60,0.21844364572997463,375,0.21906379338734175
347,179,0.0008823252024356753,170,0.0026756997295624696,1,0.002992323074831713,147,0.0034524269121187193
348,383,0.07149619611158073,101,0.07158411701660068,501,0.07329665634216691,89,0.07436632553263793
349,284,0.07187181862473778,347,0.07432194413286851,179,0.07503214260478505,70,0.07670254939264334
350,7,0.012189031432999336,369,0.03058812802244312,45,0.08382823947119104,222,0.08437799883156998
351,313,0.0073100480322064445,312,0.010513798026035902,270,0.011535372118472194,25,0.013602276193482948
352,329,0.14937832991751912,492,0.15035248015269764,479,0.15399587483394298,67,0.15832305423691398
353,468,0.07428818149578809,278,0.14323341328995037,45,0.1432635317711228,82,0.143446649951666
354,184,0.15484474774714338,450,0.21641668540079936,324,0.21684743976498808,67,0.21706802969159036
355,264,0.14422360079837354,212,0.14472203670548572,273,0.1455399474081017,441,0.14720087070436425
356,151,0.14291085206663645,130,0.14329008624796077,408,0.14353620550979937,367,0.14416671022649846
357,226,0.0022114003354566916,120,0.005681744453764966,283,0.07150471988241038,171,0.07174889636387306
358,357,0.21463479722732096,504,0.21719538983502423,226,0.2180104688582982,440,0.21808677928265974
359,367,0.21692636566512397,238,0.21865292043635826,8,0.22122333825353474,378,0.22333180742715625
360,230,0.006604390871401368,305,0.07189570170525762,423,0.07258594879833782,71,0.07292667866247764
361,479,0.08512787679736919,325,0.1459121050223676,83,0.14909164121005455,227,0.14961434195109405
362,506,0.08984907960791565,372,0.162058902485717,150,0.2247697782066369,426,0.2252390605541365
363,227,0.1508731999769714,325,0.15145266900841262,175,0.18699345501797807,479,0.21775719482505476
364,128,0.14793342223203623,317,0.14999201749838892,323,0.15244963240249065,324,0.16588250028331572
365,89,0.1476620489913712,387,0.15010978713926804,123,0.15089724353788544,422,0.15106280120411783
366,391,0.15401592039030015,125,0.16343534295258716,180,0.21363622162855542,174,0.2201761504837493
367,140,0.07186146686622837,401,0.07228863076587774,486,0.0726591627916527,151,0.07332226606211582
368,255,0.16369220287003625,458,0.1772469029588364,99,0.2038314693116199,85,0.21914109409109558
369,7,0.020902893150872123,350,0.03058812802244312,71,0.07544051948146377,112,0.07699461913059337
370,230,0.14578894152663616,437,0.14990933924661884,319,0.15674791585760692,360,0.15824480326727233
371,461,0.0007147480469449706,284,0.0725503000494739,246,0.07524745833902294,172,0.07560112564387456
372,506,0.07153905028234997,234,0.07341126337368954,485,0.07355513768625556,213,0.07511864879221845
373,357,0.07314120057283982,12,0.07324572870790737,283,0.07375507321096433,120,0.07392549711063993
374,319,0.072027491699709,437,0.07455564864996589,7,0.08471439957180507,369,0.09044404257045154
375,60,0.002402760941339669,345,0.0739854728338667,315,0.08065812289098462,165,0.08160949722545348
376,30,0.0721177836259083,46,0.07258125137939893,436,0.07344566176830884,172,0.0743165215307042
377,431,0.01894288556437006,260,0.07163799852779695,510,0.07265443102652935,162,0.07366118115782262
378,8,0.031223216306152553,238,0.07282692449532586,10,0.08246541082642235,296,0.09560193888840304
379,515,0.22064723869355718,298,0.29597906963424225,231,0.2969721561033905,409,0.2982670386800531
380,435,0.07235697037197975,115,0.07353504329741137,342,0.07523627921553358,42,0.07783036204952166
381,169,0.3216007228986917,108,0.33135844126380876,479,0.3768561729577399,481,0.3779363005770441
382,39,0.08300647731566495,132,0.08364629284302326,393,0.08641400899727587,33,0.0870281373588726
383,348,0.07149619611158073,418,0.07522295539751307,82,0.07740492913559979,101,0.1432831871772093
384,339,0.21583659799697164,72,0.2159289077486025,176,0.22097336917228497,517,0.285912883752391
385,239,0.07323224206738035,480,0.07669472577314095,43,0.14324571926205346,331,0.14485510015658412
386,498,0.07253416860736753,400,0.07376744969292777,133,0.07708185648378758,290,0.07788020627315283
387,288,0.14412938198822725,365,0.15010978713926804,348,0.15099204103107727,35,0.1599000379874896
388,408,0.004170431587068091,27,0.07172162395486051,451,0.07564621365159141,377,0.07610848356160298
389,89,0.0015615149467294938,422,0.0038218652349668474,501,0.013590216543883824,340,0.07181693208030075
390,20,0.006844862623691495,92,0.007002339047772957,267,0.01855152383955667,39,0.0733648386623996
391,125,0.006667564240252179,180,0.07401932760299322,174,0.07602413661196873,345,0.14306950350779454
392,448,0.048105192248893126,15,0.07533919139711832,25,0.07631176338044618,351,0.09099555238416264
393,39,0.002320493273255872,242,0.011449604254057371,20,0.07266781417473593,390,0.07428275700671015
394,407,0.2208003495692513,237,0.28858108613118055,76,0.28901228692288367,73,0.29087170569662224
395,411,0.0006837580178079863,451,0.0010521528173815262,27,0.01227486420367783,140,0.018664954997147914
396,88,0.07434001266214806,462,0.07480811339924785,308,0.10394293306155045,492,0.1442848917727943
397,317,0.1456436533774994,427,0.14596798945422412,48,0.14598810382036762,13,0.1538813393169032
398,471,0.0013285721738424971,337,0.08013849305758251,457,0.08082684516207797,303,0.08233625079392186
399,326,0.14609410317078778,34,0.1481663671181881,74,0.15091732274697045,265,0.21620775918925086
400,259,0.023478864385706018,386,0.07376744969292777,498,0.07756025933694868,290,0.08216234771559947
401,140,0.07150324323319521,367,0.07228863076587774,486,0.07254079810523642,151,0.07670951722178883
402,351,0.08781687420689453,313,0.0893677632384432,502,0.08963306091861621,448,0.09003596339499341
403,431,0.07271697874345583,377,0.09232108813868688,64,0.09278761645392668,307,0.09974253318915823
404,135,0.21663208609119516,50,0.22123136826466955,187,0.23331564770707175,26,0.28571439668372683
405,515,0.22001848464110443,82,0.22252439658763748,383,0.22426269462101822,196,0.29171565830393037
406,41,0.2872095520966968,218,0.30706841070524,212,0.35889766162001074,273,0.35948704466563836
407,56,0.146374941478794,309,0.14648612017260262,15,0.16498382406640993,270,0.2142857528361701
408,388,0.004170431587068091,140,0.07486138214549125,162,0.07505327567349843,451,0.07547563087855817
409,334,0.07227924656540019,343,0.07307590794678409,235,0.07309373997055983,340,0.07392391856615918
410,518,0.0758855252215058,445,0.07848489509009064,310,0.08235922887298257,50,0.08598251542472211
411,451,0.00066372034160547,395,0.0006837580178079863,27,0.009513204911980372,140,0.018349837807461022
412,104,0.07268508584331378,102,0.07356118148008808,218,0.08866364856034503,308,0.10984584416193234
413,227,0.07359573856648226,464,0.14334851591278822,325,0.14400862676237874,236,0.14686155395636002
414,234,0.0731316485263487,22,0.1450586533926641,372,0.1456088361501434,200,0.146156879697712
415,118,0.0725841677108739,77,0.08049280865476005,154,0.08566404052974252,78,0.09351776776266862
416,464,0.1456243732285632,178,0.146134031769454,322,0.1468929334693952,424,0.14742630068150314
417,158,0.28690639202749935,230,0.2870435606024665,360,0.2903420864820392,358,0.2912868354688473
418,383,0.07522295539751307,491,0.14301318991004638,30,0.14326699472369747,298,0.14336435377126217
419,113,0.07225281348102437,30,0.07225879922895861,27,0.07234932812878991,1,0.07250997228167864
420,171,0.1452802897336336,345,0.14734261272198076,455,0.1487073533117184,490,0.15205720883829432
421,9,0.1440545555657069,514,0.14420091383287012,419,0.14497693425665473,100,0.14544572481231133
422,89,0.003526689898379172,389,0.0038218652349668474,501,0.015208855528766703,249,0.07209469580341075
423,101,0.006241332264170967,360,0.07258594879833782,340,0.07341343585210648,389,0.07453978268416897
424,141,0.07211810288493077,433,0.0721786714272825,95,0.0736083714247011,112,0.07948935171146378
425,479,0.09243703744386388,322,0.09547762920523496,178,0.0959903586111531,106,0.10637315062351425
426,165,0.09882977149343096,357,0.10216935553038568,226,0.11412718853472799,120,0.12388664553830497
427,190,0.07246226920319189,263,0.07413981282541716,509,0.07426644285853246,317,0.14448769175448842
428,150,0.14453050126717876,426,0.14624725466780106,11,0.21685782015486335,482,0.2184713722155456
429,63,0.07368655282600431,45,0.0772844039021336,487,0.0780019529176567,38,0.07858277017217556
430,82,0.1551357721840203,429,0.21950479007196008,230,0.21987079542929547,487,0.22147063349605703
431,377,0.01894288556437006,403,0.07271697874345583,31,0.07460307183686428,130,0.07463773772207873
432,330,0.07351905177633326,171,0.07359357266765108,95,0.07432033806603698,434,0.07435114981622135
433,141,0.0003833454740001498,507,0.018043790820800158,280,0.07183798677752948,424,0.0721786714272825
434,95,0.07174988406115558,292,0.07429610464640105,432,0.07435114981622135,320,0.07497492808495197
435,342,0.0015794264791994732,42,0.004056814268531655,380,0.07235697037197975,322,0.07253302075658037
436,513,0.0022265368648117672,475,0.008331405853154202,172,0.07278879230889411,376,0.07344566176830884
437,319,0.0038937333092111427,75,0.07370758209753547,374,0.07455564864996589,485,0.14488767662672952
438,508,0.07464072196643014,465,0.1455907628653854,496,0.1531875706512332,142,0.15348581383130402
439,340,0.14410947243169245,89,0.1443728578594854,7,0.14447424702598677,423,0.14452695407556018
440,144,0.14427328311303747,357,0.14610185661773892,323,0.14756083084200616,226,0.14788381382481244
441,353,0.14367068479312708,273,0.14526321996725428,264,0.14537008743025637,212,0.1462962484883283
442,9,0.14452185021067668,86,0.14754563600554974,113,0.1505993076967854,310,0.1846540154276326
443,101,0.07522249350803645,230,0.0755635290139925,423,0.07819788614405794,495,0.07877306908549454
444,69,0.14310250438477068,266,0.14590558446630636,43,0.15029300877184631,128,0.21555849689962908
445,518,0.003741322030986715,473,0.03606223741497613,110,0.03721587936841012,410,0.07848489509009064
446,288,0.07686273151907806,192,0.14546449875622516,155,0.1468505596133957,452,0.16643102190973222
447,70,0.004834258181288342,47,0.004854930560366475,209,0.005836676501238036,241,0.008135114480227109
448,392,0.048105192248893126,191,0.08182843669092932,344,0.08250152808902585,100,0.08461861828500553
449,511,0.07192381001218089,513,0.07220679008089174,86,0.07280243407198135,209,0.07360248774908414
450,345,0.008870774396300534,509,0.07388876238909758,190,0.07785674154196985,455,0.08008535562944168
451,411,0.00066372034160547,395,0.0010521528173815262,27,0.006667218603018216,140,0.012165756102796577
452,487,0.08100541082271917,112,0.14541875460527415,505,0.1456085064421395,71,0.1459133002830936
453,302,0.14335029730345789,154,0.14614104801012404,192,0.14773141876745308,372,0.14993193149932707
454,271,0.1551742471118684,470,0.16152651344226313,452,0.16686046222261006,155,0.22117826629821297
455,345,0.07203304092819264,450,0.08008535562944168,391,0.14338004498319717,157,0.14415762796868695
456,341,0.07202655188302849,133,0.07227133985413525,290,0.07332639613174166,259,0.07366140904327698
457,153,0.07503988254385266,337,0.0767783945303655,471,0.07693162864966664,303,0.07871607001856651
458,368,0.1772469029588364,148,0.23210014687314723,85,0.23430790082096187,255,0.23724224687652243
459,435,0.07667837514821547,42,0.07880754329161044,342,0.08216217306542455,322,0.14652961038075213
460,274,0.07407414199007364,227,0.145268344785538,325,0.1453140264409533,42,0.14591140929277555
461,371,0.0007147480469449706,246,0.0747632976929805,284,0.07476663340115833,172,0.07698738877999255
462,32,0.07176466857123645,492,0.07405768708938151,396,0.07480811339924785,115,0.07559805629474482
463,361,0.17110330205820648,167,0.17746545470666236,108,0.2222404381317947,28,0.22570773628740218
464,227,0.07320591759552297,178,0.14299374909110116,322,0.14311209333589106,141,0.14326980840977258
465,438,0.1455907628653854,437,0.14756352368974737,374,0.14844767734255984,285,0.14904241165588208
466,160,0.14436543214672604,223,0.14438424222623833,427,0.14461104299032984,77,0.14557295163306547
467,205,0.07303140474455297,246,0.07644394303930131,140,0.07967194422224114,451,0.08768354109094702
468,353,0.07428818149578809,71,0.07997709175203714,45,0.1444595405621079,59,0.1453454441235415
469,163,0.28632343072999855,309,0.2864858092718219,91,0.2884135383331599,390,0.28868866586712155
470,459,0.1501554396100117,454,0.16152651344226313,435,0.1635169649936967,271,0.17009038041975041
471,398,0.0013285721738424971,457,0.07693162864966664,303,0.07744206311411783,337,0.08116728084695427
472,497,0.07636160435970903,283,0.07719879925508745,199,0.07773223665891241,143,0.08306168453400682
473,110,0.0002590408023954458,518,0.03460785276710106,445,0.03606223741497613,332,0.07241035848238543
474,244,0.004962645092313764,160,0.07533427890682061,234,0.07538170211057875,372,0.07627147284402881
475,513,0.008318609422323217,436,0.008331405853154202,241,0.07191240512644013,50,0.07288187158194329
476,503,0.08237210758321499,450,0.14572263519520007,455,0.14723812242277404,345,0.14794995495889735
477,333,0.2161974146524531,107,0.21680171898954118,53,0.21739881959771676,511,0.28669566694923027
478,511,0.07272585562545693,229,0.07541341904318723,344,0.07555551309132573,209,0.07613997414584003
479,325,0.08042165621510874,434,0.08222235704528838,361,0.08512787679736919,425,0.09243703744386388
480,266,0.07376048308168602,43,0.07586187407521004,385,0.07669472577314095,315,0.14414393556630015
481,237,0.1524727822599817,182,0.1534262411351044,116,0.15445583105425167,74,0.16595275118229033
482,426,0.21640128874895287,150,0.216670963448827,428,0.2184713722155456,250,0.2312001553802118
483,301,0.28910473705366246,125,0.29092507926136374,391,0.2916278427711578,517,0.29228446051621
484,452,0.22141838898061192,505,0.2882884341789515,112,0.2955100044288653,292,0.3064242113002556
485,372,0.07355513768625556,75,0.07842243556721777,234,0.14298276007924252,501,0.1431360421449465
486,202,0.016730545235992447,188,0.03658471151410882,140,0.07232430896873696,401,0.07254079810523642
487,71,0.07529744204970283,432,0.07753536535576742,429,0.0780019529176567,452,0.08100541082271917
488,292,0.07259483901312291,112,0.0753873395524417,95,0.0768425819725844,434,0.07889945825521005
489,143,0.08221398075319673,101,0.14447127618668318,357,0.14656951105183436,60,0.14680190993263537
490,185,0.004700802468237709,171,0.00838235368587745,63,0.07569656168299259,59,0.07601689503622654
491,24,0.0031245962775480313,89,0.07265736843647162,338,0.07428917103405978,101,0.07488023319186614
492,462,0.07405768708938151,396,0.1442848917727943,311,0.1444429507019235,32,0.14501727083586083
493,100,0.14381321067802874,313,0.1442773018259274,502,0.14477605803621116,270,0.14491937441971162
494,320,0.07329997971206424,87,0.07333764091019161,63,0.0760579200753386,171,0.07721961844836987
495,24,0.07643478717438482,443,0.07877306908549454,491,0.08004376814776282,222,0.08037201181276894
496,84,0.14290149195493942,418,0.1460906398019203,128,0.14666978327139482,297,0.1471320520181911
497,143,0.07328896233402434,472,0.07636160435970903,314,0.10737736653459537,308,0.12433164132832861
498,386,0.07253416860736753,180,0.0729666363046475,133,0.07400264327545315,290,0.07636510356495421
499,106,0.07382398391900959,178,0.0759024360945106,322,0.07840260142306403,325,0.1459881491371541
500,464,0.3224699920686141,227,0.32539655542131857,363,0.3288825342880849,484,0.3708535559397467
501,89,0.007818863721843834,389,0.013590216543883824,422,0.015208855528766703,348,0.07329665634216691
502,100,0.001426551401431992,313,0.07149869532366313,312,0.07190898297744051,270,0.07250605929592054
503,476,0.08237210758321499,60,0.14631051577859538,375,0.14671305930918538,357,0.15655896677991626
504,358,0.21719538983502423,279,0.28963483759740327,49,0.2927759038600127,417,0.2937943478341302
505,292,0.011969245755256165,112,0.07568781599769671,83,0.07603034393945038,432,0.08309709602342967
506,372,0.07153905028234997,362,0.08984907960791565,485,0.14486614542265003,234,0.14495779993330662
507,141,0.01663324781336285,433,0.018043790820800158,98,0.08593576913525111,322,0.08612625494103353
508,438,0.07464072196643014,293,0.07905784284730077,16,0.08140295323913897,423,0.14581253527428426
509,190,0.004001275981639028,263,0.006814452407960781,450,0.07388876238909758,427,0.07426644285853246
510,260,0.0007876612752812562,347,0.0048892877239775905,1,0.005238767888309794,179,0.008050725423214404
511,209,0.004003324381614958,70,0.004015232855147556,47,0.005987245030651654,241,0.008497677121733218
512,249,0.16966065943027067,122,0.21615576644149034,296,0.21887436702833868,499,0.22168200271693897
513,436,0.0022265368648117672,475,0.008318609422323217,511,0.07158116498339853,449,0.07220679008089174
514,130,0.010643395618009432,238,0.07155734435284165,179,0.07220109570301925,347,0.07222012410736219
515,383,0.1488101455432611,82,0.21467271434977553,348,0.21908909736067447,418,0.21916183139162498
516,141,0.22081603880594347,433,0.2227641071165187,224,0.22731495713967967,507,0.2420726737141256
517,124,0.21625820778497623,14,0.216415310897747,21,0.22099812688096704,168,0.22868046203249298
518,445,0.003741322030986715,473,0.03460785276710106,110,0.03580903588047836,307,0.07575115173347913
519,418,0.15122290107828157,198,0.15476834224584884,423,0.21475439893594014,5,0.21516002505264634
